n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2,cluster
126,"(2004-08-16 (13)) I went to some prison cafe thing. Mom and I kept saying that ""marooned"" thing from Bottom Live 3. I was putting this stick thing out and tripping people over and hitting them.",izzy.tsv,,0.11409144,-0.018088162,-0.21546885,0.059590146,2
128,"(2004-08-18 (13)) These four lesbians were doing some party to get girls to come and they were saying George Clooney was going to be there. There was this weird school, and there were bats and stuff flying around.",izzy.tsv,,0.39191908,-0.033269167,0.30676606,0.042436637,1
139,"(2004-08-30[?] (13)) Rik Mayall and Adrian Edmondson owned some shop. It was really gay but was really big. I can't remember properly, but there was something about kids and some religious thing.",izzy.tsv,,0.505589,-0.043379128,0.29738516,-0.043200828,1
142,(2004-09-04 (13)) I was in The Young Ones and we were doing the episodes and I was watching the goofs they had made and stuff.,izzy.tsv,,0.5541655,-0.05858344,0.30094928,0.1912954,1
148,"(2004-09-09 (13)) We had these tapes of The Young Ones and how they were now and they were old and stuff. I also had tapes of other The Young Ones episodes, they were the same episodes but they did it differently (like Bottom Live, everyone would see a different one). Also there was a fake The Young Ones show and they were playing in a pool. I was doing a skateboard thing. There was some freaky test with a lion?",izzy.tsv,,0.31983674,-0.029537857,0.09495803,0.14239061,1
154,(2004-09-17 (13)) I was at this shop with Farrah. We ran away from Mom but she found us. I also punched Paulina in the face.,izzy.tsv,,0.2655655,-0.0060010254,0.072072744,0.1833467,2
157,"(2004-09-19 (13)) I was at a school place. I was hiding in this big toilet listening to a conversation that Mr Macklin and this lady were having. Later on, Paulina, Tiana and I tried going in there to listen but some guy reckoned that we were going to have a smoke and I was telling everyone it was illegal to go pee at the school.",izzy.tsv,,0.19478466,-0.0038093328,-0.072404355,0.117103204,2
159,"(2004-09-20 (13)) I was at some place with Vyvyan and Neil (both The Young Ones). Vyvyan was smashing things and Neil and I were hanging out and there were these people looking at this toy car display. We were at a school type place and some teacher asked me to bring a box of sport equipment to the shed. I couldn't find Neil so I went and they wanted to take a class photo so I hid myself behind the box, because I wasn't meant to be in the class.",izzy.tsv,,0.26018184,-0.02275613,0.010148392,0.096522436,2
172,"(2004-09-30 (13)) I found some stuff on Christopher Ryan on the net and I found out that he was a singer in the 70's. I watched some video clips and it didn't, but did, look like him and he was dancing like O. Roger who was some old person. He was clicking his fingers and stuff.",izzy.tsv,,0.42075366,-0.14226027,0.3129164,-0.12860167,1
177,"(2004-10-10 (13)) I found out that Christopher Ryan's birthday was 3/6/1953. I asked him because I met him for some reason and he said ""the third... of the sixth... 1958"". For some reason I thought he was 57.",izzy.tsv,,0.37658197,-0.20207927,0.21366462,-0.018832268,1
187,"(2004-10-29 (13)) I had (The Young Ones) Bachelor Boys book. It had heaps of autographs in the front. I was at some creepy place and something kept happening to them. I think the guys from The Young Ones were there, but I can't remember.",izzy.tsv,,0.41277313,-0.044877708,0.16981034,0.09852615,1
188,(2004-10-30 (13)) I went to this school and it was the first day and Raquel was there. I also saw Valerie and Farrah for some reason. Raquel and I were hanging around with each other and for some reason lots of people from Whitehall High School were there. We sat down at a table with Cedric and Wallace. We were trying on uniforms. I got a strange one with straps. When the teacher said something about splitting up Raquel got annoyed.,izzy.tsv,,0.29083276,-0.097869515,0.16663265,0.27186704,1
189,(2004-10-31 (13)) Kiki decided to be nice. She was being all cuddly and stuff. The kittens were being nice too.,izzy.tsv,,0.3802324,-0.11349684,0.2331883,0.15068221,1
192,"(2004-11-02 (13)) I was at a school and Parvati said hi to me, but so that no-one else heard her. I had a 'roommate'?",izzy.tsv,,0.20000367,-0.12809007,0.11477117,0.23408796,1
196,(2004-11-03 (13)) I went on a little rollercoaster train thing. There was a petrol station?,izzy.tsv,,0.07838338,-0.030532181,-0.23782526,0.05526342,2
198,(2004-11-04 (13)) I was at some school and I was in Year 9. I was already deciding I didn't like it. It was very messy and not very organized.,izzy.tsv,,0.3567018,-0.12680922,-0.18593517,0.31309694,2
207,(2004-11-20 (13)) We had evil kittens and one got stuck under the shed wall.,izzy.tsv,,0.14858916,-0.041588306,-0.13038106,-0.0063830004,0
210,(2004-11-25 (13)) Jabba was being nice and gave me a cuddle.,izzy.tsv,,0.3761716,-0.17273825,0.15709543,0.08392823,1
211,"(2004-11-27 (13)) I got to level 99 prayer on Runescape. For some reason, I could now fish sharks.",izzy.tsv,,0.1876024,-0.1178488,-0.16223034,-0.0094501125,0
212,"(2004-11-30 (13)) I was at a strange house and I was reading a book which was Sample People. It was really different from the movie. I watched a different version of Sample People. It was weird and Len was saying ""I don't act, I do plays"" or something like that.",izzy.tsv,,0.20547855,-0.13346556,0.1372058,0.01611967,1
213,(2004-12-05 (13)) I had a ferret who thought he was a llama. He was big and I could ride on him. I was at a scary shop and it had lots of Invader Zim stuff there.,izzy.tsv,,0.22390884,-0.06770107,-0.07059611,-0.03379619,0
215,"(2004-12-09 (13)) I had a twin sister. We looked different, but we were identical. She was playing around with me and some others. She left, and then she came back and told me to tie her up, put tape on her mouth and cut her hand off. I said no and she kept pleading with me, but I didn't do it.",izzy.tsv,,0.0018473938,-0.018544048,-0.0791977,0.16877335,2
216,"(2004-12-10 (13)) I was at Mom's house. There were two big desks at the bottom of the stairs. I was at the table with Tiana, Devin, Loren Dean, and some other people. This teacher was telling us to fill out a survey. Tiana and Loren were getting rather close but I said something and he laughed, so he talked to me and we got close and I stole his survey.",izzy.tsv,,0.26559097,-0.028384954,-0.07895502,0.3032355,2
220,(2004-12-14 (13)) It was my first day at Mercy College and I saw Kallie there. I also had a portable locker with a video camera in it. Kallie and I stayed together and I lost my locker. I found it after a while.,izzy.tsv,,0.3237316,-0.04505825,0.07551372,0.13472392,1
226,"(2004-12-28 (13)) Some people and I were looking after a little deli thing. Then I was riding a horse that had a remote thing, which said horse, mouse, cat or something. Then the horse got smaller and turned into a mouse, but I realized it was Gizmo. And people tried to shoot us.",izzy.tsv,,0.18228224,-0.014204681,-0.11149926,-0.028724456,2
233,"(2005-01-08 (13)) I was at a shop and Porky was in the back of the car with a water bottle in a container. I can't remember what happened in the shop, but Ezra and I had to run back to the car to hide. We were also at a pet shop and I had Porky with me and we were also at a ferret place.",izzy.tsv,,0.2831501,-0.031931967,-0.056113668,0.12573734,2
238,"(2005-01-16 (13)) There were these colourful mushroom houses. We went to a movie shop and got movies, they had Jackass: The Movie commentary and South Park commentary? Someone died as well.",izzy.tsv,,0.2968201,-0.0665755,0.09073281,-0.0927962,1
241,"(2005-01-22 (13)) Ezra had this thing which would make peoples legs go out to the side and their heart would burst. It didn't affect him though and I didn't want it to affect me. So I backed away, but Ezra followed saying it would only affect people far away and then I argued that people over the other side of the world weren't getting affected. I didn't get a reply though.",izzy.tsv,,0.2356626,-0.050245762,0.08352687,0.019482952,1
242,"(2005-01-24 (13)) I was at a shop and I had Mom and Porky with me. Everyone thought Porky was cute, except for one noob. We were driving around in these gold cart things. Mom went up to some big fancy house that no-one lived in to meet ""a friend"". And people from school were at a shop/school place.",izzy.tsv,,0.2752968,-0.036634386,-0.039859954,0.1854099,2
243,"(2005-01-27 (14)) I was at the movies with the school except it wasn't? Parvati was there and everyone was being gay. Then we were at a classroom. We were doing art and I had to find somewhere to sit, but everyone was making it so I couldn't sit next to them.",izzy.tsv,,0.40030724,-0.011309743,0.13495325,0.18482716,1
257,(2005-02-11 (14)) There were two freaky frogs. I was in a sandpit playground with the class. I was looking for money?,izzy.tsv,,0.106196746,-0.08917624,-0.1746456,0.08610417,2
258,"(2005-02-13 (14)) Something happened and my phone broke or something. I went to this shop and the guy working there told me to take a free phone cover thing but none were for my phone. I remember Michael Palin was there somewhere, but I don't remember why.",izzy.tsv,,0.26019025,-0.14587675,-0.024815146,0.055968944,0
274,"(2005-03-09 (14)) I was at a place that had some books; I think it was a library. There was a group of people, all ladies, wearing a few different clothes, but about 3-4 people were wearing the same outfit. There was a man, but he was a crazy retard guy. There was a bookcase next to him and I was trying to look, but his arm kept flapping. Somewhere else, Dad mentioned how he liked it when Ken (A Fish Called Wanda) yawned or something.",izzy.tsv,,0.18186058,-0.0101772845,0.040163726,-0.06250176,2
279,(2005-03-19 (14)) I was at school or something and there was going to be a Monty Python live show with Graham Chapman somewhere. The teacher told me I missed it on the telly.,izzy.tsv,,0.46562517,-0.09300844,0.24718703,-0.07493107,1
